DummyID,StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,DistributionChannel,UserLanguage,Ideology,PolParty,VigAtts__1,Gender__1,Gender__2,Gender__3,Gender__4,Gender__5,Gender__5_TEXT,Age,Race__1,Race__2,Race__3,Race__4,Race__5,Race__6,Race__7,Race__8,Race__9,Education_,Open_,PROLIFIC_PID,SlantProf,PolitProf,SlantPolice,PolitPolice,ProfCond,PoliceCond,ACProfPass,ACPolicePass,filter_$,TrustProf,TrustPolice,FundProf,AdviceProf,DeferProf,SupportProf,FundPolice,AdvicePolice,DeferPolice,SupportPolice
997,2/7/23 15:41,2/7/23 15:42,0,100,84,1,2/7/23 15:42,anonymous,EN,3,2,26,1, , , , , ,24, , , ,1, , , , , ,6, , ,2,4, , ,1, ,1, ,1,4, ,5,5,4,4.666666667, , , , 
998,2/7/23 15:39,2/7/23 15:42,0,100,196,1,2/7/23 15:42,anonymous,EN,2,2,60, ,1, , , , ,52,1, , , , , , , , ,6, , , , ,6,5, ,1, ,1,1, ,3, , , , ,3,2,3,2.666666667
999,2/7/23 15:40,2/7/23 15:42,0,100,130,1,2/7/23 15:42,anonymous,EN,2,2,30,1, , , , , ,33, ,1, , , , , , , ,5, , , , ,6,5, ,0, ,1,1, ,2, , , , ,3,3,3,3
1000,2/7/23 15:34,2/7/23 15:42,0,100,499,1,2/7/23 15:42,anonymous,EN,1,2,50, ,1, , , , ,29, , ,1, , , , , , ,5, , ,2,2, , ,1, ,1, ,1,4, ,5,5,4,4.666666667, , , , 
1001,2/7/23 15:40,2/7/23 15:42,0,100,116,1,2/7/23 15:42,anonymous,EN,4,3,100,1, , , , , ,36, , , ,1, , , , , ,3, , , , ,4,1, ,0, ,1,1, ,4, , , , ,6,6,6,6
1002,2/7/23 15:40,2/7/23 15:42,0,100,151,1,2/7/23 15:42,anonymous,EN,1,2,61, ,1, , , , ,68,1, , , , , , , , ,4, , ,2,3, , ,-1, ,1, ,1,4, ,5,5,4,4.666666667, , , , 
1003,2/7/23 15:40,2/7/23 15:42,0,100,124,1,2/7/23 15:42,anonymous,EN,1,2,50,1, , , , , ,26,1, ,1, , , , , , ,5, , , , ,6,6, ,1, ,1,1, ,1, , , , ,1,1,2,1.333333333
1004,2/7/23 15:40,2/7/23 15:42,0,100,120,1,2/7/23 15:42,anonymous,EN,2,3,10,1, , , , , ,37,1, , , , , , , , ,5, , , , ,6,5, ,1, ,1,1, ,4, , , , ,5,4,4,4.333333333
1005,2/7/23 15:36,2/7/23 15:42,0,100,373,1,2/7/23 15:42,anonymous,EN,3,3,77, ,1, , , , ,35,1,1, , , , , , , ,6,"A couple of the questions after reading the story asked if we trusted police or how conservative we thought police were, and I wasn't positive whether they meant the group in the story or our opinion of real-life police.  Later questions seemed more clear that they meant the group we were told about specifically.", , , ,6,3, ,-1, ,1,1, ,3, , , , ,4,5,4,4.333333333
1006,2/7/23 15:40,2/7/23 15:42,0,100,177,1,2/7/23 15:42,anonymous,EN,1,2,50, ,1, , , , ,42,1, , , , , , , , ,6, , , , ,6,5, ,-1, ,1,1, ,3, , , , ,2,3,3,2.666666667
1007,2/7/23 15:40,2/7/23 15:43,0,100,124,1,2/7/23 15:43,anonymous,EN,1,3,50,1, , , , , ,42,1, , , , , , , , ,5, , , , ,6,5, ,-1, ,1,1, ,3, , , , ,2,4,3,3
1008,2/7/23 15:41,2/7/23 15:43,0,100,121,1,2/7/23 15:43,anonymous,EN,1,2,19, ,1, , , , ,27,1, , , , , , , , ,2, , , , ,6,6, ,-1, ,1,1, ,1, , , , ,1,1,1,1
1009,2/7/23 15:41,2/7/23 15:43,0,100,129,1,2/7/23 15:43,anonymous,EN,2,2,50,1, , , , , ,35,1, , , , , , , , ,4, , ,2,3, , ,0, ,1, ,1,3, ,4,4,3,3.666666667, , , , 
1010,2/7/23 15:39,2/7/23 15:43,0,100,216,1,2/7/23 15:43,anonymous,EN,5,3,50,1, , , , , ,32, , ,1, , , , , , ,5, , , , ,6,3, ,1, ,1,1, ,4, , , , ,5,5,4,4.666666667
1011,2/7/23 15:42,2/7/23 15:43,0,100,78,1,2/7/23 15:43,anonymous,EN,1,2,58, ,1, , , , ,25,1, , , , , , , , ,5, , ,2,3, , ,-1, ,1, ,1,5, ,5,5,4,4.666666667, , , , 
1012,2/7/23 15:42,2/7/23 15:43,0,100,91,1,2/7/23 15:43,anonymous,EN,3,3,55, ,1, , , , ,25,1, , , , , , , , ,5, , , , ,6,4, ,-1, ,1,1, ,4, , , , ,2,3,3,2.666666667
1013,2/7/23 15:42,2/7/23 15:43,0,100,81,1,2/7/23 15:43,anonymous,EN,2,2,80,1, , , , , ,26,1, , , , , , , , ,5, , ,2,3, , ,1, , , , ,5, ,5,5,4,4.666666667, , , , 
1014,2/7/23 15:41,2/7/23 15:43,0,100,130,1,2/7/23 15:43,anonymous,EN,1,2,30, ,1, , , , ,29,1, , , , , , , , ,5, , , , ,6,5, ,-1, ,1,1, ,1, , , , ,2,1,2,1.666666667
1015,2/7/23 15:41,2/7/23 15:43,0,100,143,1,2/7/23 15:43,anonymous,EN,1,2,60, ,1, , , , ,24,1, , , , , , , , ,6, , ,2,4, , ,-1, ,1, ,1,5, ,5,6,5,5.333333333, , , , 
1016,2/7/23 15:39,2/7/23 15:43,0,100,266,1,2/7/23 15:43,anonymous,EN,4,2,34,1, , , , , ,31,1, , , , , , , , ,2, , ,2,3, , ,-1, ,1, ,1,4, ,5,5,4,4.666666667, , , , 
1017,2/7/23 15:40,2/7/23 15:43,0,100,191,1,2/7/23 15:43,anonymous,EN,1,3,62, ,1, , , , ,34,1, , , , , , , , ,2, , ,3,2, , ,0, ,1, ,1,5, ,4,5,5,4.666666667, , , , 
1018,2/7/23 15:41,2/7/23 15:43,0,100,171,1,2/7/23 15:43,anonymous,EN,2,2,41, ,1, , , , ,36,1, , , , , , , , ,2, , ,2,2, , ,1, ,1, ,1,2, ,4,4,4,4, , , , 
1019,2/7/23 15:40,2/7/23 15:44,0,100,240,1,2/7/23 15:44,anonymous,EN,4,2,89, ,1, , , , ,37, , , ,1, , , , , ,6, , ,2,3, , ,-1, ,1, ,1,5, ,5,5,4,4.666666667, , , , 
1020,2/7/23 15:39,2/7/23 15:44,0,100,309,1,2/7/23 15:44,anonymous,EN,6,1,50, ,1, , , , ,62,1, , , , , , , , ,2,No comments at this time. Thank you! Have a great week!, ,2,5, , ,-1, ,1, ,1,1, ,2,1,2,1.666666667, , , , 
1021,2/7/23 15:38,2/7/23 15:44,0,100,322,1,2/7/23 15:44,anonymous,EN,2,2,50, ,1, , , , ,25, ,1,1, , , , , , ,4, , ,2,2, , ,1, , , , ,4, ,5,4,4,4.333333333, , , , 
1022,2/7/23 15:41,2/7/23 15:44,0,100,178,1,2/7/23 15:44,anonymous,EN,2,2,50,1, , , , , ,76,1, , , , , , , , ,5,Interesting survey in todays political climate., , , ,6,4, ,-1, ,1,1, ,3, , , , ,5,5,2,4
1023,2/7/23 15:40,2/7/23 15:44,0,100,227,1,2/7/23 15:44,anonymous,EN,6,1,50, ,1, , , , ,55,1, , , , , , , , ,5, , , , ,6,4, ,0, ,1,1, ,5, , , , ,6,5,4,5
1024,2/7/23 15:38,2/7/23 15:44,0,100,363,1,2/7/23 15:44,anonymous,EN,4,4,50, ,1, , , , ,22,1, , , , , , , , ,5, , ,2,3, , ,0, ,1, ,1,4, ,6,4,4,4.666666667, , , , 
1025,2/7/23 15:42,2/7/23 15:44,0,100,127,1,2/7/23 15:44,anonymous,EN,1,2,80, , ,1, , , ,33,1, , , , , , , , ,5, , , , ,6,6, ,-1, ,1,1, ,1, , , , ,1,1,1,1
1026,2/7/23 15:43,2/7/23 15:44,0,100,91,1,2/7/23 15:44,anonymous,EN,2,2,30,1, , , , , ,31,1, , , , , , , , ,5, , ,2,4, , ,-1, ,1, ,1,4, ,6,6,4,5.333333333, , , , 
1027,2/7/23 15:42,2/7/23 15:44,0,100,126,1,2/7/23 15:44,anonymous,EN,2,2,50,1, , , , , ,44,1, , , , , , , , ,2,"No problems, thanks!", ,3,2, , ,0, ,1, ,1,5, ,4,5,4,4.333333333, , , , 
1028,2/7/23 15:41,2/7/23 15:44,0,100,181,1,2/7/23 15:44,anonymous,EN,2,2,65,1, , , , , ,21,1,1, , , , , , , ,3, , , , ,6,6, ,1, , , , ,1, , , , ,1,1,2,1.333333333
1029,2/7/23 15:42,2/7/23 15:44,0,100,138,1,2/7/23 15:44,anonymous,EN,3,2,50,1, , , , , ,33,1, , , , , , , , ,5, , , , ,6,5, ,0, ,1,1, ,3, , , , ,3,2,3,2.666666667
1030,2/7/23 15:40,2/7/23 15:44,0,100,268,1,2/7/23 15:44,anonymous,EN,2,2,70,1, , , , , ,32,1, , , , , , , , ,5, , ,2,1, , ,0, ,1, ,1,4, ,6,6,4,5.333333333, , , , 
1031,2/7/23 15:42,2/7/23 15:44,0,100,135,1,2/7/23 15:44,anonymous,EN,2,2,83, ,1, , , , ,33,1, , , , , , , , ,3, , ,2,4, , ,0, ,1, ,1,5, ,5,5,4,4.666666667, , , , 
1032,2/7/23 15:42,2/7/23 15:44,0,100,124,1,2/7/23 15:44,anonymous,EN,2,2,50,1, , , , , ,40,1, , , , , , , , ,6, , ,2,4, , ,1, ,1, ,1,5, ,5,5,3,4.333333333, , , , 
1033,2/7/23 15:42,2/7/23 15:44,0,100,138,1,2/7/23 15:44,anonymous,EN,2,2,71, ,1, , , , ,33, , , ,1, , , , , ,5, , ,2,5, , ,0, ,1, ,1,5, ,6,6,5,5.666666667, , , , 
1034,2/7/23 15:43,2/7/23 15:44,0,100,112,1,2/7/23 15:44,anonymous,EN,3,2,50,1, , , , , ,43,1, , , , , , , , ,6, , , , ,6,5, ,-1, ,1,1, ,3, , , , ,5,5,3,4.333333333
1035,2/7/23 15:38,2/7/23 15:44,0,100,383,1,2/7/23 15:44,anonymous,EN,4,3,50, ,1, , , , ,29,1, , , , , , , , ,3, , , , ,6,5, ,1, ,1,1, ,4, , , , ,4,4,4,4
1036,2/7/23 15:42,2/7/23 15:44,0,100,178,1,2/7/23 15:44,anonymous,EN,1,2,30, ,1, , , , ,31,1, , , , , , , , ,5,The questions were clearly expressed. I hope the results help progress your research!, ,2,3, , ,1, ,1, ,1,5, ,4,5,4,4.333333333, , , , 
1037,2/7/23 15:40,2/7/23 15:44,0,100,279,1,2/7/23 15:44,anonymous,EN,4,4,50, ,1, , , , ,36,1, , , , , , , , ,3, , , , ,6,5, ,1, ,1,1, ,4, , , , ,4,4,4,4
1038,2/7/23 15:42,2/7/23 15:45,0,100,160,1,2/7/23 15:45,anonymous,EN,5,1,10, ,1, , , , ,59,1, , , , , , , , ,3,Thank you for allowing me to participate!, , , ,6,4, ,1, ,1,1, ,5, , , , ,4,6,5,5
1039,2/7/23 15:41,2/7/23 15:45,0,100,222,1,2/7/23 15:45,anonymous,EN,4,3,50,1, , , , , ,31,1, , , , , , , , ,2, , ,2,1, , ,0, ,1, ,1,3, ,4,4,1,3, , , , 
1040,2/7/23 15:41,2/7/23 15:45,0,100,238,1,2/7/23 15:45,anonymous,EN,1,2,60,1, , , , , ,41,1, , , , , , , , ,4, , , , ,6,2, ,-1, ,1,1, ,5, , , , ,6,5,5,5.333333333
1041,2/7/23 15:27,2/7/23 15:45,0,100,1066,1,2/7/23 15:45,anonymous,EN,1,2,80,1, , , , , ,25,1,1, , ,1, , , , ,4, , , , ,6,6, ,0, ,1,1, ,1, , , , ,1,1,1,1
1042,2/7/23 15:42,2/7/23 15:45,0,100,194,1,2/7/23 15:45,anonymous,EN,3,2,65, ,1, , , , ,30,1, , , , , , , , ,5, , ,2,5, , ,-1, ,1, ,1,4, ,3,2,1,2, , , , 
1043,2/7/23 15:42,2/7/23 15:45,0,100,179,1,2/7/23 15:45,anonymous,EN,1,4,65, , ,1, , , ,39,1, , , , , , , , ,6, , , , ,5,5, ,0, ,1,1, ,2, , , , ,2,2,3,2.333333333
1044,2/7/23 15:41,2/7/23 15:45,0,100,242,1,2/7/23 15:45,anonymous,EN,3,3,45, ,1, , , , ,46,1, , , , , , , , ,5, , , , ,4,2, ,0, ,1,1, ,4, , , , ,4,4,4,4
1045,2/7/23 15:42,2/7/23 15:45,0,100,183,1,2/7/23 15:45,anonymous,EN,1,4,55, ,1, , , , ,39,1, , , , , , , , ,3, , , , ,6,4, ,0, ,1,1, ,3, , , , ,2,4,3,3
1046,2/7/23 15:43,2/7/23 15:45,0,100,133,1,2/7/23 15:45,anonymous,EN,5,1,27, ,1, , , , ,23,1, , , , , , , , ,5, , ,2,2, , ,0, ,1, ,1,4, ,3,3,3,3, , , , 
1047,2/7/23 15:44,2/7/23 15:45,0,100,112,1,2/7/23 15:45,anonymous,EN,1,2,50, ,1, , , , ,22,1, , , , , , , , ,3, , , , ,6,6, ,0, ,1,1, ,1, , , , ,2,1,1,1.333333333
1048,2/7/23 15:43,2/7/23 15:45,0,100,156,1,2/7/23 15:45,anonymous,EN,2,1,0,1, , , , , ,43, ,1, , , , , , , ,2, , ,2,3, , ,1, , , , ,4, ,5,4,5,4.666666667, , , , 
1049,2/7/23 15:42,2/7/23 15:46,0,100,205,1,2/7/23 15:46,anonymous,EN,4,3,50,1, , , , , ,58,1, , , , , , , , ,6, , , , ,6,3, ,1, ,1,1, ,4, , , , ,3,4,3,3.333333333
1050,2/7/23 15:43,2/7/23 15:46,0,100,163,1,2/7/23 15:46,anonymous,EN,2,2,60, ,1, , , , ,37,1, , , , , , , , ,2, , , , ,6,4, ,-1, ,1,1, ,3, , , , ,2,2,2,2
1051,2/7/23 15:42,2/7/23 15:46,0,100,188,1,2/7/23 15:46,anonymous,EN,1,3,100, ,1, , , , ,30, ,1, , , , , , , ,2,Easy to understand., , , ,6,5, ,0, ,1,1, ,2, , , , ,1,1,2,1.333333333
1052,2/7/23 15:43,2/7/23 15:46,0,100,170,1,2/7/23 15:46,anonymous,EN,4,3,0,1, , , , , ,22,1, , , , , , , , ,5, , ,3,3, , ,0, ,1, ,1,3, ,4,4,3,3.666666667, , , , 
1053,2/7/23 15:44,2/7/23 15:46,0,100,112,1,2/7/23 15:46,anonymous,EN,4,2, , ,1, , , , ,58,1, , , , , , , , ,2, , ,4,3, , ,-1, ,1, ,1,3, ,3,3,3,3, , , , 
1054,2/7/23 15:44,2/7/23 15:46,0,100,131,1,2/7/23 15:46,anonymous,EN,3,3,55,1, , , , , ,36,1, , , , , , , , ,3, , ,2,3, , ,0, ,1, ,1,5, ,4,5,4,4.333333333, , , , 
1055,2/7/23 15:41,2/7/23 15:46,0,100,282,1,2/7/23 15:46,anonymous,EN,6,3,13,1, , , , , ,30,1, , , , , , , , ,3, , ,2,6, , ,0, ,1, ,1,2, ,1,1,1,1, , , , 
1056,2/7/23 15:42,2/7/23 15:46,0,100,228,1,2/7/23 15:46,anonymous,EN,2,3,81, ,1, , , , ,59,1,1, , , , , , , ,4, , , , ,6,5, ,0, ,1,1, ,3, , , , ,2,2,2,2
1057,2/7/23 15:43,2/7/23 15:46,0,100,183,1,2/7/23 15:46,anonymous,EN,1,3,17,1, , , , , ,40,1, , , , , , , , ,3, , , , ,7,6, ,0, ,1,1, ,1, , , , ,2,1,2,1.666666667
1058,2/7/23 15:43,2/7/23 15:46,0,100,202,1,2/7/23 15:46,anonymous,EN,1,2,82,1, , , , , ,45,1, , , , , , , , ,3, , ,2,3, , ,1, ,1, ,1,4, ,4,4,3,3.666666667, , , , 
1059,2/7/23 15:36,2/7/23 15:46,0,100,624,1,2/7/23 15:46,anonymous,EN,2,2,50, ,1, , , , ,42,1, , , ,1, , , , ,5, , , , ,6,6, ,0, ,1,1, ,3, , , , ,3,3,3,3
1060,2/7/23 15:42,2/7/23 15:46,0,100,269,1,2/7/23 15:46,anonymous,EN,4,3,50,1, , , , , ,38,1, , ,1, , , , , ,4, , , , ,6,5, ,1, ,1,1, ,2, , , , ,3,4,3,3.333333333
1061,2/7/23 15:45,2/7/23 15:46,0,100,67,1,2/7/23 15:46,anonymous,EN,3,2,50,1, , , , , ,30,1, , , , , , , , ,5, , , , ,6,4, ,0, ,1,1, ,4, , , , ,3,4,4,3.666666667
1062,2/7/23 15:37,2/7/23 15:46,0,100,540,1,2/7/23 15:46,anonymous,EN,1,3,50, ,1, , , , ,28,1, , , , , , , , ,3,Everything was clear. Thank you for the opportunity., , , ,6,5, ,1, , , , ,3, , , , ,1,2,2,1.666666667
1063,2/7/23 15:43,2/7/23 15:46,0,100,184,1,2/7/23 15:46,anonymous,EN,2,2,77, ,1, , , , ,37, ,1, , , , , , , ,6, , , , ,7,6, ,-1, ,1,1, ,3, , , , ,5,4,4,4.333333333
1064,2/7/23 15:44,2/7/23 15:46,0,100,162,1,2/7/23 15:46,anonymous,EN,1,2,50,1, , , , , ,30,1, , , , , , , , ,2, , ,2,2, , ,0, ,1, ,1,3, ,5,5,4,4.666666667, , , , 
1065,2/7/23 15:43,2/7/23 15:46,0,100,204,1,2/7/23 15:46,anonymous,EN,2,3,50,1, , , , , ,37,1, , , , , , , , ,4, , , , ,6,5, ,-1, ,1,1, ,2, , , , ,3,3,3,3
1066,2/7/23 15:44,2/7/23 15:47,0,100,166,1,2/7/23 15:47,anonymous,EN,1,2,39, ,1, , , , ,21, , , ,1, , , , , ,3, , ,2,3, , ,1, ,1, ,1,5, ,4,6,2,4, , , , 
1067,2/7/23 15:44,2/7/23 15:47,0,100,160,1,2/7/23 15:47,anonymous,EN,3,2,76,1, , , , , ,65,1, , , , , , , , ,5, , , , ,6,5, ,0, ,1,1, ,4, , , , ,4,5,4,4.333333333
1068,2/7/23 15:36,2/7/23 15:47,0,100,620,1,2/7/23 15:47,anonymous,EN,2,2,0, ,1, , , , ,28, ,1, , , , , , , ,5,N/A, ,2,5, , ,1, , , , ,5, ,5,5,5,5, , , , 
1069,2/7/23 15:41,2/7/23 15:47,0,100,335,1,2/7/23 15:47,anonymous,EN,4,3,50,1, , , , , ,38,1, , , , , , , , ,2, , , , ,6,5, ,1, ,1,1, ,2, , , , ,3,3,3,3
1070,2/7/23 15:44,2/7/23 15:47,0,100,171,1,2/7/23 15:47,anonymous,EN,2,3,50,1, , , , , ,43,1, , , , , , , , ,6, , , , ,6,5, ,1, ,1,1, ,2, , , , ,1,2,3,2
1071,2/7/23 15:44,2/7/23 15:47,0,100,173,1,2/7/23 15:47,anonymous,EN,1,2,50, , ,1, ,1,Genderfluid,25,1, , , , , , , , ,3, , , , ,6,6, ,1, ,1,1, ,1, , , , ,1,1,1,1
1072,2/7/23 15:24,2/7/23 15:47,0,100,1371,1,2/7/23 15:47,anonymous,EN,1,2,50, ,1, , , , ,52,1, , , , , , , , ,2,I think it was well written well thought out, ,2,2, , ,-1, ,1, ,1,4, ,4,3,3,3.333333333, , , , 
1073,2/7/23 15:42,2/7/23 15:47,0,100,293,1,2/7/23 15:47,anonymous,EN,4,3,50, ,1, , , , ,35,1, , , , , , , , ,3, , ,2,4, , ,1, ,1, ,1,2, ,3,4,2,3, , , , 
1074,2/7/23 15:44,2/7/23 15:47,0,100,165,1,2/7/23 15:47,anonymous,EN,1,2,32,1, , , , , ,22,1, , , , , , , , ,3, , ,2,3, , ,1, ,1, ,1,5, ,6,6,4,5.333333333, , , , 
1075,2/7/23 15:45,2/7/23 15:47,0,100,104,1,2/7/23 15:47,anonymous,EN,1,2,50,1, , , , , ,35,1, , , , , , , , ,5, , ,2,3, , ,0, ,1, ,1,5, ,6,6,4,5.333333333, , , , 
1076,2/7/23 15:41,2/7/23 15:47,0,100,343,1,2/7/23 15:47,anonymous,EN,6,1,61, ,1, , , , ,40,1, , , , , , , , ,5, , ,2,5, , ,-1, ,1, ,1,1, ,1,2,2,1.666666667, , , , 
1077,2/7/23 15:44,2/7/23 15:47,0,100,204,1,2/7/23 15:47,anonymous,EN,4,3,0,1, , , , , ,31,1, , , , , , , , ,2, , ,2,5, , ,0, ,1, ,1,3, ,3,3,3,3, , , , 
1078,2/7/23 15:44,2/7/23 15:47,0,100,180,1,2/7/23 15:47,anonymous,EN,5,3,30,1, , , , , ,43,1, , , , , , , , ,6, , ,2,5, , ,1, ,1, ,1,3, ,2,2,2,2, , , , 
1079,2/7/23 15:45,2/7/23 15:47,0,100,119,1,2/7/23 15:47,anonymous,EN,4,1,50, ,1, , , , ,66,1, , , , , , , , ,2, , ,2,5, , ,1, ,1, ,1,3, ,3,3,3,3, , , , 
1080,2/7/23 15:45,2/7/23 15:47,0,100,120,1,2/7/23 15:47,anonymous,EN,5,1,15,1, , , , , ,30,1, , , , , , , , ,5, , ,2,5, , ,-1, , , , ,2, ,2,3,2,2.333333333, , , , 
1081,2/7/23 15:45,2/7/23 15:47,0,100,139,1,2/7/23 15:47,anonymous,EN,5,1,33,1, , , , , ,52,1, , , , , , , , ,5, , ,2,1, , ,0, ,1, ,1,4, ,4,4,3,3.666666667, , , , 
1082,2/7/23 15:45,2/7/23 15:47,0,100,102,1,2/7/23 15:47,anonymous,EN,2,3,60, ,1, , , , ,19,1, , , , , , , , ,2, , , , ,6,4, ,1, ,1,1, ,3, , , , ,3,2,3,2.666666667
1083,2/7/23 15:45,2/7/23 15:47,0,100,124,1,2/7/23 15:47,anonymous,EN,4,3,45,1, , , , , ,47,1, , , , , , , , ,5, , ,2,5, , ,1, ,1, ,1,2, ,1,1,2,1.333333333, , , , 
1084,2/7/23 15:43,2/7/23 15:47,0,100,239,1,2/7/23 15:47,anonymous,EN,4,3,30,1, , , , , ,42,1, , , , , , , , ,5, , ,2,4, , ,-1, ,1, ,1,4, ,4,4,3,3.666666667, , , , 
1085,2/7/23 15:37,2/7/23 15:47,0,100,620,1,2/7/23 15:47,anonymous,EN,5,1,56,1, , , , , ,31,1, , , , , , , , ,2, , , , ,4,3, ,1, ,1,1, ,4, , , , ,3,3,3,3
1086,2/7/23 15:45,2/7/23 15:47,0,100,127,1,2/7/23 15:47,anonymous,EN,2,3,69,1, , , , , ,18,1, , , , , , , , ,2, , , , ,6,4, ,0, ,1,1, ,1, , , , ,2,2,3,2.333333333
1087,2/7/23 15:43,2/7/23 15:47,0,100,242,1,2/7/23 15:47,anonymous,EN,2,2,60, ,1, , , , ,68,1, , , , , , , , ,5, , , , ,6,4, ,-1, ,1,1, ,4, , , , ,2,5,3,3.333333333
1088,2/7/23 15:45,2/7/23 15:47,0,100,110,1,2/7/23 15:47,anonymous,EN,3,2,60,1, , , , , ,25, , , ,1, , , , , ,5, , ,2,4, , ,0, ,1, ,1,5, ,5,5,3,4.333333333, , , , 
1089,2/7/23 15:45,2/7/23 15:47,0,100,153,1,2/7/23 15:47,anonymous,EN,2,2,90,1, , , , , ,32,1, , ,1, , , , , ,5, , , , ,6,6, ,1, ,1,1, ,2, , , , ,2,2,2,2
1090,2/7/23 15:44,2/7/23 15:47,0,100,179,1,2/7/23 15:47,anonymous,EN,1,2,77, ,1, , , , ,36,1, , , , , , , , ,6, , ,3,1, , ,0, ,1, ,1,4, ,3,5,4,4, , , , 
1091,2/7/23 15:44,2/7/23 15:48,0,100,187,1,2/7/23 15:48,anonymous,EN,1,2,82,1, , , , , ,63,1, , , , , , , , ,6, , , , ,6,6, ,-1, ,1,1, ,4, , , , ,3,3,2,2.666666667
1092,2/7/23 15:44,2/7/23 15:48,0,100,203,1,2/7/23 15:48,anonymous,EN,4,1,0,1, , , , , ,61,1, , , , , , , , ,3, , ,2,4, , ,-1, ,1, ,1,4, ,3,3,3,3, , , , 
1093,2/7/23 15:45,2/7/23 15:48,0,100,196,1,2/7/23 15:48,anonymous,EN,3,3,38, ,1, , , , ,21,1, , , , , , , , ,3, , , , ,7,5, ,-1, , , , ,4, , , , ,3,4,6,4.333333333
1094,2/7/23 15:46,2/7/23 15:48,0,100,108,1,2/7/23 15:48,anonymous,EN,3,2,29,1, , , , , ,41,1, , , , , , , , ,4, , ,2,3, , ,1, , , , ,4, ,5,4,4,4.333333333, , , , 
1095,2/7/23 15:45,2/7/23 15:48,0,100,156,1,2/7/23 15:48,anonymous,EN,1,2,80,1, , , , , ,44,1, , , , , , , , ,3,I liked your study and would like to take more like it., , , ,6,3, ,-1, ,1,1, ,5, , , , ,4,4,3,3.666666667
1096,2/7/23 15:46,2/7/23 15:48,0,100,139,1,2/7/23 15:48,anonymous,EN,1,2,80,1, , , , , ,44,1, , , , , , , , ,3, , , , ,6,5, ,-1, ,1,1, ,2, , , , ,1,1,2,1.333333333
1097,2/7/23 15:43,2/7/23 15:48,0,100,284,1,2/7/23 15:48,anonymous,EN,4,3,60,1, , , , , ,25, , , ,1, , , , , ,5, , ,2,3, , ,-1, ,1, ,1,2, ,3,4,3,3.333333333, , , , 
1098,2/7/23 15:45,2/7/23 15:48,0,100,162,1,2/7/23 15:48,anonymous,EN,1,2,50, ,1, , , , ,72,1, , , , , , , , ,5, , ,1,6, , ,1, , , , ,5, ,6,4,1,3.666666667, , , , 
1099,2/7/23 15:41,2/7/23 15:48,0,100,405,1,2/7/23 15:48,anonymous,EN,1,3,100, ,1,1, , , ,19, ,1, , , , , , , ,3, , ,3,2, , ,-1, ,1, ,1,4, ,3,3,3,3, , , , 
1100,2/7/23 15:44,2/7/23 15:48,0,100,267,1,2/7/23 15:48,anonymous,EN,2,2,13, ,1, , , , ,37,1, , , , , , , , ,6, , ,2,2, , ,0, ,1, ,1,5, ,5,5,5,5, , , , 
1101,2/7/23 15:45,2/7/23 15:48,0,100,187,1,2/7/23 15:48,anonymous,EN,5,3,35, ,1, , , , ,63,1, , , , , , , , ,3, , ,2,6, , ,-1, ,1, ,1,2, ,1,1,1,1, , , , 
1102,2/7/23 15:45,2/7/23 15:48,0,100,192,1,2/7/23 15:48,anonymous,EN,2,2,81,1, , , , , ,51,1, , , , , , , , ,4,Start putting the racial demographic question in alphabetical order. Whites don't always come first., , , ,6,6, ,1, ,1,1, ,2, , , , ,2,2,2,2
1103,2/7/23 15:48,2/7/23 15:48,0,100,43,1,2/7/23 15:48,anonymous,EN,4,2,55,1, , , , , ,24, , , ,1, , , , , ,2, , , , ,2,3, ,0, ,1,1, ,4, , , , ,3,4,4,3.666666667
1104,2/7/23 15:33,2/7/23 15:48,0,100,902,1,2/7/23 15:48,anonymous,EN,2,2,40,1, , , , , ,36, ,1, , , , , , , ,5, , , , ,6,4, ,1, ,1,1, ,4, , , , ,5,4,4,4.333333333
1105,2/7/23 15:47,2/7/23 15:48,0,100,77,1,2/7/23 15:48,anonymous,EN,3,2,50, ,1, , , , ,23,1, , , , , , , , ,5, , ,2,2, , ,0, ,1, ,1,4, ,5,4,4,4.333333333, , , , 
1106,2/7/23 15:46,2/7/23 15:48,0,100,162,1,2/7/23 15:48,anonymous,EN,2,2,79,1, , , , , ,29, , ,1, , , , , , ,3, , ,2,1, , ,-1, ,1, ,1,5, ,5,5,4,4.666666667, , , , 
1107,2/7/23 15:44,2/7/23 15:49,0,100,270,1,2/7/23 15:49,anonymous,EN,2,2,60, ,1, , , , ,45,1, , , , , , , , ,4, , , , ,7,5, ,0, ,1,1, ,4, , , , ,4,4,4,4
1108,2/7/23 15:46,2/7/23 15:49,0,100,157,1,2/7/23 15:49,anonymous,EN,5,1,50, ,1, , , , ,34, , , ,1, , , , , ,5,N/a, ,2,3, , ,-1, ,1, ,1,4, ,4,4,4,4, , , , 
1109,2/7/23 15:46,2/7/23 15:49,0,100,190,1,2/7/23 15:49,anonymous,EN,4,3,9, ,1, , , , ,38,1, , , , , , , , ,5, , ,2,6, , ,1, ,1, ,1,4, ,3,2,2,2.333333333, , , , 
1110,2/7/23 15:46,2/7/23 15:49,0,100,178,1,2/7/23 15:49,anonymous,EN,2,2,16,1, , , , , ,40,1, , , , , , , , ,5, , ,3,2, , ,0, ,1, ,1,5, ,5,6,4,5, , , , 
