DummyID,Rang_ControlT_First_Click,Rang_ControlT_Last_Click,Rang_ControlT_Page_Submit,Rang_ControlT_Click_Count,Polit_Rang,Trust_Rang,Fund_Rang,Advice_Rang,Defer_Rang,Range_TrumpT_First_Click,Range_TrumpT_Last_Click,Range_TrumpT_Page_Submit,Range_TrumpT_Click_Count,Polit_Rang.0,Trust_Rang.0,Fund_Rang.0,Advice_Rang.0,Defer_Rang.0,Rang_BidenT_First_Click,Rang_BidenT_Last_Click,Rang_BidenT_Page_Submit,Rang_BidenT_Click_Count,Polit_Rang.1,Trust_Rang.1,Fund_Rang.1,Advice_Rang.1,Defer_Rang.1,PolitAllRang,TrustAllRang,FundAllRang,AdviceAllRang,DeferALlRang,Donate,Ideology,PolParty,Vote,VigAtts__1,Gender__1,Gender__2,Gender__3,Gender__4,Gender__5,Gender__5_TEXT,Age,Race__1,Race__2,Race__3,Race__4,Race__5,Race__6,Race__7,Race__8,Race__9,Education_,Open_,PolitRang,RangContCond,RangBidenCond,RangTrumpCond,RangCond,TrustRang,AdviceRang,DeferRang,FundRang,SupportRang,SupportAllRang,TrumpDummy,BidenDummy,TrumpxIdeo,BidenxIdeo,ZIdeology,Ideo_2,Condition
136,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,45.591,83.293,86.182,9,5,5,5,6,4,5,5,4,6,4,2,3,2,2,80,1,NA,NA,NA,NA,,42,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,5,6,4,5,5,4.666666667,0,1,0,-0.125489108,-0.125489108,-1,Biden
137,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2.738,196.36,197.124,21,5,6,6,6,4,3,4,6,6,4,3,1,2,2,30,NA,NA,1,NA,NA,,35,1,NA,NA,NA,NA,NA,NA,NA,NA,3,n/a,5,0,-1,0,-1,6,6,4,6,5.333333333,5.333333333,0,1,0,-1.299294923,-1.299294923,-3,Biden
138,41.791,62.803,65.212,5,1,6,6,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,6,6,5,5,2,1,2,2,40,1,NA,NA,NA,NA,,52,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,1,2,0,0,0,6,5,5,6,5.333333333,5.333333333,0,0,0,0,-1.299294923,-3,Control
139,NA,NA,NA,NA,0,0,0,0,0,3.5,91.409,92.169,24,4,4,4,4,5,NA,NA,NA,NA,0,0,0,0,0,4,5,4,5,5,2,5,3,3,10,1,NA,NA,NA,NA,,27,1,1,NA,NA,NA,NA,NA,NA,NA,6,,4,0,0,1,1,4,4,5,4,4.333333333,4.666666667,1,0,1.048316706,0,1.048316706,1,Trump
140,NA,NA,NA,NA,0,0,0,0,0,1.961,154.601,155.573,31,2,5,5,5,5,NA,NA,NA,NA,0,0,0,0,0,2,5,6,5,5,1,5,1,1,5,1,NA,NA,NA,NA,,44,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,2,0,0,1,1,5,5,5,5,5,5.333333333,1,0,1.048316706,0,1.048316706,1,Trump
141,2.444,73.516,75.8,25,3,4,5,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,4,4,6,5,2,5,1,2,2,NA,1,NA,NA,NA,,32,1,NA,NA,NA,NA,NA,NA,NA,NA,2,the instructions were clear.,3,2,0,0,0,4,5,5,5,5,5,0,0,0,0,1.048316706,1,Control
142,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,10.524,117.15,123.563,13,4,6,4,4,5,3,6,4,6,5,1,5,1,1,65,1,NA,NA,NA,NA,,35,NA,NA,NA,1,NA,NA,NA,NA,NA,6,,4,0,-1,0,-1,6,4,5,4,4.333333333,5,0,1,0,1.048316706,1.048316706,1,Biden
143,NA,NA,NA,NA,0,0,0,0,0,89.102,110.239,111.242,5,4,3,4,4,4,NA,NA,NA,NA,0,0,0,0,0,4,3,4,4,4,1,4,3,2,50,1,NA,NA,NA,NA,,29,NA,NA,NA,1,NA,NA,NA,NA,NA,6,,4,0,0,1,1,3,4,4,4,4,4,1,0,0.461413799,0,0.461413799,0,Trump
144,20.45,144.792,146.24,29,1,4,5,3,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,4,5,3,3,1,7,3,3,50,1,NA,NA,NA,NA,,33,NA,1,NA,NA,NA,NA,NA,NA,NA,2,,1,2,0,0,0,4,3,3,5,3.666666667,3.666666667,0,0,0,0,2.22212252,3,Control
145,12.215,110.07,111.668,16,3,5,4,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,5,6,5,2,5,3,1,29,NA,1,NA,NA,NA,,49,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,3,2,0,0,0,5,6,5,4,5,5.333333333,0,0,0,0,1.048316706,1,Control
146,NA,NA,NA,NA,0,0,0,0,0,17.568,159.459,160.84,9,1,3,2,2,1,NA,NA,NA,NA,0,0,0,0,0,1,4,5,5,5,1,4,3,3,89,NA,1,NA,NA,NA,,41,1,NA,NA,NA,NA,NA,NA,NA,NA,3,none. clear instructions,1,0,0,1,1,3,2,1,2,1.666666667,5,1,0,0.461413799,0,0.461413799,0,Trump
147,NA,NA,NA,NA,0,0,0,0,0,1.644,182.407,185.477,34,4,2,1,1,2,NA,NA,NA,NA,0,0,0,0,0,2,4,5,3,4,1,1,4,2,30,1,NA,NA,NA,NA,,34,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,4,0,0,1,1,2,1,2,1,1.333333333,4,1,0,-1.299294923,0,-1.299294923,-3,Trump
148,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,8.101,13.857,14.796,8,4,4,4,4,4,4,4,4,4,4,2,6,1,1,80,1,NA,NA,NA,NA,,19,NA,1,NA,NA,NA,NA,NA,NA,NA,2,,4,0,-1,0,-1,4,4,4,4,4,4,0,1,0,1.635219613,1.635219613,2,Biden
149,30.482,66.634,67.75,18,2,5,4,6,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,5,6,4,2,1,2,2,55,NA,1,NA,NA,NA,,29,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,2,2,0,0,0,5,6,4,4,4.666666667,5,0,0,0,0,-1.299294923,-3,Control
150,NA,NA,NA,NA,0,0,0,0,0,9.069,75.427,77.561,40,4,2,2,1,2,NA,NA,NA,NA,0,0,0,0,0,3,4,5,4,4,1,1,2,2,65,NA,1,NA,NA,NA,,21,NA,1,NA,NA,NA,NA,NA,NA,NA,3,,4,0,0,1,1,2,1,2,2,1.666666667,4.333333333,1,0,-1.299294923,0,-1.299294923,-3,Trump
151,30.87,48.184,50.138,5,2,4,4,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,4,4,4,4,2,6,1,1,11,1,NA,NA,NA,NA,,55,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,2,2,0,0,0,4,4,4,4,4,4,0,0,0,0,1.635219613,2,Control
152,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,7.533,66.434,68.482,31,5,4,5,4,4,3,4,5,5,4,2,3,2,2,14,NA,1,NA,NA,NA,,26,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,5,0,-1,0,-1,4,4,4,5,4.333333333,4.666666667,0,1,0,-0.125489108,-0.125489108,-1,Biden
153,NA,NA,NA,NA,0,0,0,0,0,10.355,81.65,81.678,31,1,3,5,1,4,NA,NA,NA,NA,0,0,0,0,0,6,5,5,2,4,1,3,2,2,39,NA,1,NA,NA,NA,,18,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,1,0,0,1,1,3,1,4,5,3.333333333,3.666666667,1,0,-0.125489108,0,-0.125489108,-1,Trump
154,NA,NA,NA,NA,0,0,0,0,0,46.91,62.949,63.893,6,5,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,4,2,2,3,2,1,1,3,2,36,1,NA,NA,NA,NA,,23,NA,NA,NA,NA,1,NA,NA,NA,NA,3,,5,0,0,1,1,1,1,1,1,1,2.333333333,1,0,-1.299294923,0,-1.299294923,-3,Trump
155,30.822,63.215,64.666,17,1,6,4,6,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,4,4,6,4,2,4,3,3,60,NA,1,NA,NA,NA,,23,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,1,2,0,0,0,6,6,4,4,4.666666667,4.666666667,0,0,0,0,0.461413799,0,Control
156,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,59.985,86.092,88.298,5,4,4,4,4,4,3,4,5,4,4,2,2,3,2,60,NA,NA,1,NA,NA,,36,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,4,0,-1,0,-1,4,4,4,4,4,4.333333333,0,1,0,-0.712392015,-0.712392015,-2,Biden
157,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,58.552,123.968,124.951,14,4,4,4,3,4,3,3,4,3,4,1,2,2,3,60,NA,1,NA,NA,NA,,32,NA,NA,1,1,NA,NA,NA,NA,NA,3,,4,0,-1,0,-1,4,3,4,4,3.666666667,3.666666667,0,1,0,-0.712392015,-0.712392015,-2,Biden
158,NA,NA,NA,NA,0,0,0,0,0,19.302,487.36,488.692,19,3,2,3,2,3,NA,NA,NA,NA,0,0,0,0,0,3,5,4,4,5,3,3,2,3,40,1,NA,NA,NA,NA,,24,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,3,0,0,1,1,2,2,3,3,2.666666667,4.333333333,1,0,-0.125489108,0,-0.125489108,-1,Trump
159,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,110.092,300.652,301.568,33,4,5,5,5,4,4,5,5,5,5,2,5,2,2,14,NA,1,NA,NA,NA,,66,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,4,0,-1,0,-1,5,5,4,5,4.666666667,5,0,1,0,1.048316706,1.048316706,1,Biden
160,2.862,72.301,73.466,52,3,2,5,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,2,5,5,5,2,5,1,1,18,1,NA,NA,NA,NA,,51,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,3,2,0,0,0,2,5,5,5,5,5,0,0,0,0,1.048316706,1,Control
161,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,127.356,168.891,174.861,9,2,5,4,4,3,2,5,5,5,4,1,3,3,2,25,NA,NA,1,NA,NA,,28,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,2,0,-1,0,-1,5,4,3,4,3.666666667,4.666666667,0,1,0,-0.125489108,-0.125489108,-1,Biden
162,NA,NA,NA,NA,0,0,0,0,0,2.363,70.965,72.673,9,5,1,3,1,2,NA,NA,NA,NA,0,0,0,0,0,3,4,3,4,3,1,1,2,3,58,1,NA,NA,NA,NA,,29,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,5,0,0,1,1,1,1,2,3,2,3.333333333,1,0,-1.299294923,0,-1.299294923,-3,Trump
163,NA,NA,NA,NA,0,0,0,0,0,66.873,98.059,99.432,6,5,3,4,2,1,NA,NA,NA,NA,0,0,0,0,0,4,5,6,4,1,1,1,2,2,6,NA,1,NA,NA,NA,,64,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,5,0,0,1,1,3,2,1,4,2.333333333,3.666666667,1,0,-1.299294923,0,-1.299294923,-3,Trump
164,NA,NA,NA,NA,0,0,0,0,0,5.638,57.293,63.049,13,4,2,1,1,2,NA,NA,NA,NA,0,0,0,0,0,3,5,5,5,5,1,1,2,2,67,1,NA,NA,NA,NA,,33,NA,NA,NA,1,NA,NA,NA,NA,NA,3,,4,0,0,1,1,2,1,2,1,1.333333333,5,1,0,-1.299294923,0,-1.299294923,-3,Trump
165,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,45.819,62.356,63.368,6,4,2,3,3,4,2,5,6,5,5,2,3,2,2,51,1,NA,NA,NA,NA,,27,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,4,0,-1,0,-1,2,3,4,3,3.333333333,5.333333333,0,1,0,-0.125489108,-0.125489108,-1,Biden
166,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,134.315,176.602,187.332,5,4,5,5,5,3,4,4,5,4,3,2,1,2,2,60,1,NA,NA,NA,NA,,54,1,NA,NA,NA,NA,NA,NA,NA,NA,3,"The instructions were clear. I would like to say that just because a group may be reasonably trustworthy, this is no reason to ""defer"" to them. Any position that one has not researched one's self should always be challenged to some degree.",4,0,-1,0,-1,5,5,3,5,4.333333333,4,0,1,0,-1.299294923,-1.299294923,-3,Biden
167,NA,NA,NA,NA,0,0,0,0,0,7.798,147.625,148.852,14,6,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,2,2,2,1,1,1,3,2,2,87,NA,1,NA,NA,NA,,38,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,6,0,0,1,1,1,1,1,1,1,1.333333333,1,0,-0.125489108,0,-0.125489108,-1,Trump
168,101.014,182.984,185.211,9,3,5,5,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,6,6,5,2,1,2,2,50,1,NA,NA,NA,NA,,38,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,3,2,0,0,0,5,6,5,5,5.333333333,5.666666667,0,0,0,0,-1.299294923,-3,Control
169,114.758,131.838,134.602,7,3,4,6,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,5,5,5,5,2,1,2,2,49,1,NA,NA,NA,NA,,38,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,3,2,0,0,0,4,5,4,6,5,5,0,0,0,0,-1.299294923,-3,Control
170,NA,NA,NA,NA,0,0,0,0,0,32.33,181.362,182.644,21,5,2,3,1,3,NA,NA,NA,NA,0,0,0,0,0,3,3,4,1,3,1,3,4,2,55,NA,1,NA,NA,NA,,43,1,NA,NA,NA,NA,NA,NA,NA,NA,5,I voted for firefighters because they don’t get paid enough already and the money could help people. Dentist make enough money they should do more pro bono work.,5,0,0,1,1,2,1,3,3,2.333333333,2.666666667,1,0,-0.125489108,0,-0.125489108,-1,Trump
171,NA,NA,NA,NA,0,0,0,0,0,5.481,59.022,60.558,24,6,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,4,4,5,4,4,1,3,2,2,100,NA,1,NA,NA,NA,,27,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,6,0,0,1,1,1,1,1,1,1,4.333333333,1,0,-0.125489108,0,-0.125489108,-1,Trump
172,2.714,107.295,108.495,54,1,4,6,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,4,4,5,4,2,4,3,3,22,NA,1,NA,NA,NA,,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,0,0,0,4,5,4,6,5,4.333333333,0,0,0,0,0.461413799,0,Control
173,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,62.655,89.585,93.59,5,4,3,3,4,3,4,4,4,4,4,1,3,2,2,37,1,NA,NA,NA,NA,,60,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,4,0,-1,0,-1,3,4,3,3,3.333333333,4,0,1,0,-0.125489108,-0.125489108,-1,Biden
174,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,50.486,66.162,66.919,5,5,5,5,5,5,4,5,5,5,5,1,2,2,2,77,1,NA,NA,NA,NA,,35,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,5,5,5,5,5,5,0,1,0,-0.712392015,-0.712392015,-2,Biden
175,NA,NA,NA,NA,0,0,0,0,0,4.355,73.921,81.815,12,2,4,4,2,4,NA,NA,NA,NA,0,0,0,0,0,1,5,4,3,4,1,3,2,2,25,1,NA,NA,NA,NA,,28,1,1,NA,NA,NA,NA,NA,NA,NA,3,,2,0,0,1,1,4,2,4,4,3.333333333,3.666666667,1,0,-0.125489108,0,-0.125489108,-1,Trump
176,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,43.909,70.853,72.04,5,3,3,4,2,3,3,3,4,2,3,1,2,2,2,10,NA,1,NA,NA,NA,,61,1,1,NA,NA,NA,NA,NA,NA,NA,3,,3,0,-1,0,-1,3,2,3,4,3,3,0,1,0,-0.712392015,-0.712392015,-2,Biden
177,1.466,63.583,64.474,30,1,4,4,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,4,4,4,2,1,4,3,39,NA,1,NA,NA,NA,,38,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,1,2,0,0,0,4,4,4,4,4,4,0,0,0,0,-1.299294923,-3,Control
178,NA,NA,NA,NA,0,0,0,0,0,70.565,98.285,99.744,6,6,1,2,1,2,NA,NA,NA,NA,0,0,0,0,0,4,2,3,1,3,3,2,2,2,48,NA,1,NA,NA,NA,,21,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,0,0,1,1,1,1,2,2,1.666666667,2.333333333,1,0,-0.712392015,0,-0.712392015,-2,Trump
179,1.79,82.554,83.382,26,3,4,5,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,4,5,4,4,2,3,3,2,41,NA,1,NA,NA,NA,,30,NA,NA,NA,1,NA,NA,NA,NA,NA,6,,3,2,0,0,0,4,5,4,5,4.666666667,4.333333333,0,0,0,0,-0.125489108,-1,Control
180,24.081,59.251,66.754,7,2,5,5,5,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,5,5,5,1,3,3,1,5,1,NA,NA,NA,NA,,36,NA,NA,1,NA,NA,NA,NA,NA,NA,2,,2,2,0,0,0,5,5,5,5,5,5,0,0,0,0,-0.125489108,-1,Control
181,NA,NA,NA,NA,0,0,0,0,0,19.604,143.275,144.28,27,4,3,3,3,3,NA,NA,NA,NA,0,0,0,0,0,2,4,5,4,4,1,3,2,2,12,1,NA,NA,NA,NA,,33,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,4,0,0,1,1,3,3,3,3,3,4.333333333,1,0,-0.125489108,0,-0.125489108,-1,Trump
182,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,17.446,82.499,83.445,8,5,2,3,5,4,5,4,5,3,4,1,3,2,2,73,1,NA,NA,NA,NA,,30,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,5,0,-1,0,-1,2,5,4,3,4,4,0,1,0,-0.125489108,-0.125489108,-1,Biden
183,NA,NA,NA,NA,0,0,0,0,0,81.23,109.559,110.582,6,5,4,4,4,3,NA,NA,NA,NA,0,0,0,0,0,2,5,4,5,3,2,4,3,3,20,1,NA,NA,NA,NA,,39,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,5,0,0,1,1,4,4,3,4,3.666666667,4,1,0,0.461413799,0,0.461413799,0,Trump
184,21.32,63.565,64.811,15,2,6,4,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,6,4,5,4,2,6,1,3,30,NA,1,NA,NA,NA,,46,1,NA,NA,NA,NA,NA,NA,NA,NA,6,,2,2,0,0,0,6,5,4,4,4.333333333,4.333333333,0,0,0,0,1.635219613,2,Control
185,7.852,57.546,59.835,10,1,5,5,6,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,5,6,4,1,1,3,3,46,NA,1,NA,NA,NA,,41,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,1,2,0,0,0,5,6,4,5,5,5,0,0,0,0,-1.299294923,-3,Control
186,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2.8,103.035,104.1,35,5,1,3,1,1,6,2,1,1,1,1,6,1,1,51,NA,1,NA,NA,NA,,48,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,5,0,-1,0,-1,1,1,1,3,1.666666667,1,0,1,0,1.635219613,1.635219613,2,Biden
187,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2.495,141.611,142.925,34,6,4,1,3,1,6,6,6,6,6,1,1,2,2,94,NA,1,NA,NA,NA,,60,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,6,0,-1,0,-1,4,3,1,1,1.666666667,6,0,1,0,-1.299294923,-1.299294923,-3,Biden
188,NA,NA,NA,NA,0,0,0,0,0,3.951,75.604,77.478,10,6,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,3,3,4,5,4,2,1,2,2,52,1,NA,NA,NA,NA,,46,NA,NA,NA,1,NA,NA,NA,NA,NA,5,,6,0,0,1,1,1,1,1,1,1,4.333333333,1,0,-1.299294923,0,-1.299294923,-3,Trump
189,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,788.538,808.49,809.481,5,4,5,5,5,4,4,5,5,4,4,1,1,2,2,20,1,NA,NA,NA,NA,,41,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,4,0,-1,0,-1,5,5,4,5,4.666666667,4.333333333,0,1,0,-1.299294923,-1.299294923,-3,Biden
190,NA,NA,NA,NA,0,0,0,0,0,58.38,92.947,94.01,5,6,1,1,1,1,NA,NA,NA,NA,0,0,0,0,0,6,6,6,6,5,1,1,2,2,40,NA,1,NA,NA,NA,,50,1,NA,NA,NA,NA,NA,NA,NA,NA,4,,6,0,0,1,1,1,1,1,1,1,5.666666667,1,0,-1.299294923,0,-1.299294923,-3,Trump
191,447.416,459.582,465.784,6,2,5,4,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,4,6,4,1,1,2,3,36,1,NA,NA,NA,NA,,22,NA,NA,NA,1,NA,1,NA,NA,NA,3,,2,2,0,0,0,5,4,4,4,4,4.666666667,0,0,0,0,-1.299294923,-3,Control
192,80.778,144.17,146.355,7,5,5,5,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,3,5,5,5,5,2,3,2,2,30,1,NA,NA,NA,NA,,65,NA,NA,1,NA,NA,NA,NA,NA,NA,6,,5,2,0,0,0,5,6,5,5,5.333333333,5,0,0,0,0,-0.125489108,-1,Control
193,NA,NA,NA,NA,0,0,0,0,0,20.017,80.743,81.647,31,1,3,3,4,3,NA,NA,NA,NA,0,0,0,0,0,4,3,3,4,3,1,4,4,3,50,NA,1,NA,NA,NA,,42,1,NA,NA,NA,NA,NA,NA,NA,NA,1,,1,0,0,1,1,3,4,3,3,3.333333333,3.333333333,1,0,0.461413799,0,0.461413799,0,Trump
194,12.032,65.041,66.98,16,5,6,6,6,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,5,4,3,2,1,2,2,56,1,NA,NA,NA,NA,,31,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,5,2,0,0,0,6,6,4,6,5.333333333,4,0,0,0,0,-1.299294923,-3,Control
195,60.801,96.738,97.592,5,1,5,4,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,6,5,6,6,2,3,2,2,0,1,NA,NA,NA,NA,,51,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,1,2,0,0,0,5,6,5,4,5,5.666666667,0,0,0,0,-0.125489108,-1,Control
196,51.732,92.259,93.532,6,3,5,4,5,3,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,5,4,5,3,1,4,3,3,50,1,NA,NA,NA,NA,,41,NA,NA,1,NA,1,NA,NA,NA,NA,3,,3,2,0,0,0,5,5,3,4,4,4,0,0,0,0,0.461413799,0,Control
197,11.545,95.598,98.082,11,2,3,4,4,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,3,4,4,5,3,1,2,2,50,1,NA,NA,NA,NA,,31,1,NA,NA,NA,NA,NA,NA,NA,NA,2,,2,2,0,0,0,3,4,4,4,4,4.333333333,0,0,0,0,-1.299294923,-3,Control
198,4.039,120.089,121.105,41,1,5,6,6,5,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,5,6,5,5,2,4,2,2,50,NA,1,NA,NA,NA,,56,1,1,NA,NA,NA,NA,NA,NA,NA,5,I love the subject of this survey. More people should visit and enjoy our beautiful  state and national parks!,1,2,0,0,0,5,6,5,6,5.666666667,5.333333333,0,0,0,0,0.461413799,0,Control
199,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,14.131,25.674,27.036,6,4,2,2,3,3,3,3,3,3,3,1,5,1,1,22,NA,1,NA,NA,NA,,27,NA,NA,NA,1,NA,NA,NA,NA,NA,6,,4,0,-1,0,-1,2,3,3,2,2.666666667,3,0,1,0,1.048316706,1.048316706,1,Biden
200,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,9.95,107.285,109.611,45,5,2,2,1,1,5,4,5,1,2,1,6,1,1,65,NA,1,NA,NA,NA,,30,1,1,NA,NA,NA,NA,NA,NA,NA,5,No,5,0,-1,0,-1,2,1,1,2,1.333333333,2.666666667,0,1,0,1.635219613,1.635219613,2,Biden
201,105.503,130.878,134.72,5,1,4,6,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,1,4,4,4,4,2,1,3,3,60,NA,1,NA,NA,NA,,39,1,NA,NA,NA,NA,NA,NA,NA,NA,3,,1,2,0,0,0,4,5,4,6,5,4,0,0,0,0,-1.299294923,-3,Control
202,NA,NA,NA,NA,0,0,0,0,0,5.421,107.261,108.899,33,4,3,3,2,2,NA,NA,NA,NA,0,0,0,0,0,4,5,6,5,4,1,1,2,2,63,NA,1,NA,NA,NA,,37,1,NA,NA,NA,NA,NA,NA,NA,NA,6,"I feel like park rangers is at least a somewhat political occupation, because you are concerned about public funding for preservation and upkeep of land, climate change can affect the land you steward, and you have to offer accurate interpretations of historical sites.",4,0,0,1,1,3,2,2,3,2.333333333,5,1,0,-1.299294923,0,-1.299294923,-3,Trump
203,20.21,41.793,42.653,6,2,4,4,5,4,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,2,4,4,5,4,2,4,3,2,0,1,NA,NA,NA,NA,,37,1,NA,NA,NA,NA,NA,NA,NA,NA,5,na,2,2,0,0,0,4,5,4,4,4.333333333,4.333333333,0,0,0,0,0.461413799,0,Control
204,NA,NA,NA,NA,0,0,0,0,0,26.453,44.847,45.356,6,4,4,3,3,3,NA,NA,NA,NA,0,0,0,0,0,2,4,4,4,4,3,3,4,3,50,1,NA,NA,NA,NA,,21,NA,NA,NA,1,NA,NA,NA,NA,NA,3,,4,0,0,1,1,4,3,3,3,3,4,1,0,-0.125489108,0,-0.125489108,-1,Trump
205,NA,NA,NA,NA,0,0,0,0,0,5.028,49.516,50.388,7,4,2,3,4,4,NA,NA,NA,NA,0,0,0,0,0,2,5,5,4,4,1,5,3,3,65,1,NA,NA,NA,NA,,25,1,NA,NA,NA,NA,NA,NA,NA,NA,5,,4,0,0,1,1,2,4,4,3,3.666666667,4.333333333,1,0,1.048316706,0,1.048316706,1,Trump
